Date Local,NO2_AQI,O3_AQI,SO2_AQI,CO_AQI
2012-03-01,7.129032258064516,34.38709677419355,0.4838709677419355,2.193548387096774
2012-04-01,4.36,36.32,0.48,1.92
2012-05-01,2.903225806451613,31.032258064516128,1.032258064516129,1.7419354838709677
2012-06-01,2.8666666666666667,27.733333333333334,2.2666666666666666,1.3666666666666667
2012-07-01,2.5483870967741935,27.0,1.967741935483871,1.4838709677419355
2012-08-01,2.68,27.36,0.68,1.92
2012-09-01,2.433333333333333,24.7,3.1333333333333333,1.8
2012-10-01,3.413793103448276,21.344827586206897,0.13793103448275862,1.5862068965517242
2012-11-01,5.233333333333333,22.566666666666666,0.7333333333333333,1.9333333333333333
2012-12-01,6.741935483870968,25.29032258064516,0.4838709677419355,2.2903225806451615
2013-01-01,7.645161290322581,28.741935483870968,1.2258064516129032,2.3225806451612905
2013-02-01,8.571428571428571,31.285714285714285,0.9285714285714286,2.4642857142857144
2013-03-01,5.354838709677419,35.903225806451616,0.6774193548387096,2.064516129032258
2013-04-01,3.6333333333333333,37.93333333333333,0.3,1.9333333333333333
2013-05-01,3.225806451612903,30.225806451612904,0.0,1.5161290322580645
2013-06-01,2.2,26.733333333333334,0.5,1.3
2013-07-01,2.4516129032258065,25.677419354838708,0.6774193548387096,2.0
2013-08-01,2.533333333333333,21.633333333333333,0.43333333333333335,1.8
2013-09-01,2.6333333333333333,21.766666666666666,0.2,1.3666666666666667
2013-10-01,3.6774193548387095,21.516129032258064,0.06451612903225806,1.4193548387096775
2013-11-01,4.433333333333334,24.5,0.26666666666666666,1.6333333333333333
2013-12-01,8.096774193548388,23.806451612903224,0.41935483870967744,2.225806451612903
2014-01-01,7.354838709677419,28.612903225806452,0.967741935483871,2.193548387096774
2014-02-01,10.607142857142858,34.035714285714285,0.75,2.4285714285714284
2014-03-01,7.535714285714286,36.57142857142857,0.9285714285714286,2.142857142857143
2014-04-01,4.586206896551724,39.37931034482759,0.2413793103448276,1.9310344827586208
2014-05-01,2.193548387096774,31.64516129032258,0.03225806451612903,1.6451612903225807
2014-06-01,1.9333333333333333,28.066666666666666,0.0,1.5666666666666667
2014-07-01,1.6774193548387097,29.64516129032258,0.0,1.6774193548387097
2014-08-01,1.967741935483871,24.387096774193548,0.0,2.064516129032258
2014-09-01,2.3,25.666666666666668,0.06666666666666667,1.6666666666666667
2014-10-01,2.935483870967742,22.161290322580644,0.0,1.6451612903225807
2014-11-01,4.233333333333333,27.266666666666666,0.03333333333333333,1.7333333333333334
2014-12-01,6.612903225806452,27.06451612903226,0.22580645161290322,2.193548387096774
2015-01-01,8.806451612903226,30.70967741935484,1.2903225806451613,2.5161290322580645
2015-02-01,9.928571428571429,31.892857142857142,1.0,2.357142857142857
2015-03-01,8.666666666666666,38.625,0.75,2.125
2015-04-01,2.761904761904762,38.666666666666664,0.0,1.7142857142857142
2015-05-01,2.4615384615384617,36.53846153846154,0.0,1.6923076923076923
2015-06-01,1.8666666666666667,26.933333333333334,0.0,1.8666666666666667
2015-07-01,2.3870967741935485,25.612903225806452,0.0,2.161290322580645
2015-08-01,1.1935483870967742,22.806451612903224,0.0,1.6129032258064515
2015-09-01,2.607142857142857,26.214285714285715,0.0,1.75
2015-10-01,3.6923076923076925,23.96153846153846,0.0,1.5384615384615385
2015-11-01,4.366666666666666,23.733333333333334,0.0,1.8333333333333333
2015-12-01,6.5,24.766666666666666,0.03333333333333333,2.033333333333333
